Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.core.impl.launcher,VertxCommandLauncher,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PROCESS_ARGS; lookups; commandByName; main; factory; cli; commands
vert.x,io.vertx.core.impl.launcher,VertxCommandLauncher.CommandRegistration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: factory; cli; commands
vert.x,io.vertx.core.impl.launcher,VertxCommandLauncher.CommandRegistration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher,VertxCommandLauncher.CommandRegistration,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: factory; cli; commands
vert.x,io.vertx.core.impl.launcher,VertxLifecycleHooks,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher,DefaultCommandTest.MyCommandWithoutName,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.impl.launcher,DefaultCommandTest.MyCommandWithoutName,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher,DefaultCommandTest.MyCommandWithoutEmptyName,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.impl.launcher,DefaultCommandTest.MyCommandWithoutEmptyName,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher,LauncherExtensibilityTest.FooCommand,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.impl.launcher,LauncherExtensibilityTest.FooCommand,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher,VertxCommandLineInterfaceTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
vert.x,io.vertx.core.impl.launcher.commands,BareCommand,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VERTX_OPTIONS_PROP_PREFIX; VERTX_EVENTBUS_PROP_PREFIX; DEPLOYMENT_OPTIONS_PROP_PREFIX; METRICS_OPTIONS_PROP_PREFIX; vertx; clusterPort; clusterHost; clusterPublicPort; clusterPublicHost; quorum; haGroup; vertxOptions; options; finalAction; configureFromSystemProperties
vert.x,io.vertx.core.impl.launcher.commands,BareCommand,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ClasspathHandler
vert.x,io.vertx.core.impl.launcher.commands,BareCommand,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.impl.launcher.commands,BareCommandFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.launcher.commands,ExecUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SINGLE_QUOTE; DOUBLE_QUOTE; VERTX_INITIALIZATION_EXIT_CODE; VERTX_DEPLOYMENT_EXIT_CODE; PROCESS_ERROR_EXIT_CODE; SYSTEM_CONFIGURATION_EXIT_CODE; osName
vert.x,io.vertx.core.impl.launcher.commands,ListCommandFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
